SerialNo,ReceivedDateTime,SpindleSpeed_max,ServoCurrent_X_max,ServoCurrent_Z1_max,ServoCurrent_Z2_max,ServoCurrent_Z3_max,ServoLoad_X_max,ServoLoad_Z1_max,ServoLoad_Z2_max,ServoLoad_Z3_max,SpindleSpeed_mean,ServoCurrent_X_mean,ServoCurrent_Z1_mean,ServoCurrent_Z2_mean,ServoCurrent_Z3_mean,ServoLoad_X_mean,ServoLoad_Z1_mean,ServoLoad_Z2_mean,ServoLoad_Z3_mean,SpindleSpeed_min,ServoCurrent_X_min,ServoCurrent_Z1_min,ServoCurrent_Z2_min,ServoCurrent_Z3_min,ServoLoad_X_min,ServoLoad_Z1_min,ServoLoad_Z2_min,ServoLoad_Z3_min,SpindleSpeed_std,ServoCurrent_X_std,ServoCurrent_Z1_std,ServoCurrent_Z2_std,ServoCurrent_Z3_std,ServoLoad_X_std,ServoLoad_Z1_std,ServoLoad_Z2_std,ServoLoad_Z3_std,SpindleLoad_max,SpindleLoad_mean,SpindleLoad_min,SpindleLoad_std,passorfail
20220823-0000441,2022-08-23 09:01:28.238,2228.06,1205.94,2987.58,30.3,4655.09,166.65,173.72,30.3,437.33,1269.5768707482994,148.9509523809524,212.99319727891157,30.3,167.30272108843536,18.063197278911566,13.85142857142857,30.3,48.39755102040816,0.0,1.01,19.19,30.3,40.4,0.0,1.01,30.3,40.4,851.7825981550066,168.37988823301276,355.0404701973071,0.0,724.5630175263746,22.49496151445236,21.330554328127633,0.0,54.94230055510672,32039.23616,3587.761548891929,0.0,5064.537568000785,0
20220823-0000442,2022-08-23 09:02:42.233,2228.06,1264.52,1217.05,30.3,4642.97,120.19,148.47,30.3,461.57,1270.9853741496597,165.5369387755102,181.9030612244898,30.3,163.5856462585034,17.135646258503403,12.834557823129252,30.3,53.61931972789116,0.0,1.01,12.120000000000001,30.3,40.4,0.0,0.0,30.3,40.4,844.1291850469812,184.88400682704616,173.80897035005705,0.0,702.948626815591,16.52899293793107,16.51756678178014,0.0,70.52373183292245,31722.237559999998,3297.5749118993713,0.0,4951.566243928114,0
20220823-0000443,2022-08-23 09:03:55.238,2228.06,1265.53,2557.32,30.3,4444.0,120.19,138.37,30.3,455.51,1258.4668707482992,155.24455782312927,242.99775510204083,30.3,98.63646258503402,17.42421768707483,15.314897959183673,30.3,51.26265306122449,0.0,1.01,10.1,30.3,40.4,0.0,0.0,30.3,40.4,848.1355442582033,181.6063576716517,380.16976113813035,0.0,495.40704530240345,17.003194373165808,19.682758170652967,0.0,64.97130173807734,31928.70378,3550.8108395646254,0.0,5066.6093797139465,0
20220823-0000444,2022-08-23 09:05:09.240,2227.05,1169.58,2908.8,30.3,4685.39,132.31,86.86,30.3,495.91,1263.3232191780821,147.16253424657535,194.1413698630137,30.3,138.35616438356163,18.07623287671233,12.472808219178082,30.3,49.171780821917814,0.0,0.0,19.19,30.3,40.4,0.0,0.0,30.3,40.4,853.1262739011303,149.2003437647072,272.0973023953644,0.0,655.0926917672303,20.847374424383894,12.725003467433481,0.0,60.62387291036073,31288.72738,3551.054105067935,0.0,5015.976990667944,0
20220823-0000445,2022-08-23 09:06:22.735,2224.02,1007.98,2531.06,30.3,4655.09,145.44,173.72,30.3,434.3,1258.0864383561643,145.46075342465755,221.8264383561644,30.3,137.7681506849315,17.85486301369863,13.372123287671233,30.3,50.915068493150685,0.0,2.02,19.19,30.3,40.4,0.0,1.01,30.3,40.4,852.079640660213,140.07767617342287,331.56332288804856,0.0,634.333344013725,22.28569268321198,18.532307593061738,0.0,62.247487836877035,31288.45872,3567.338055122283,0.0,5162.393616449501,0
20220823-0000446,2022-08-23 09:07:35.735,2226.04,1264.52,1307.95,30.3,4405.62,124.23,209.07,30.3,4172.31,1266.7529931972788,161.75115646258504,212.8695238095238,30.3,73.1322448979592,18.2143537414966,15.94013605442177,30.3,82.16040816326532,0.0,1.01,18.18,30.3,40.4,0.0,0.0,30.3,40.4,846.2641471905179,185.55338847728558,239.44445311954297,0.0,360.3729742516022,19.446274436627476,28.38088194150046,0.0,346.26328542375546,32052.949940000002,3589.1264982626535,0.0,5163.550336603127,0
20220823-0000447,2022-08-23 09:08:49.734,2215.9147500000004,1591.8105,2285.63,30.3,4240.99,120.19,218.16,30.3,4180.39,1338.5874628378378,134.04064864864867,216.82925675675673,30.3,127.88783783783785,16.828783783783784,14.856554054054055,30.3,76.2004054054054,0.0,1.01,5.05,30.3,40.4,0.0,0.0,30.3,40.4,842.4058399237756,160.88508960385602,299.3886737529047,0.0,587.989943376189,18.26672764379847,23.429096315369748,0.0,377.15010283079596,32087.8187962,3201.5269158596725,0.0,5562.753615884036,1
20220823-0000447,2022-08-23 09:08:49.734,2227.05,1516.01,2285.63,30.3,4240.99,120.19,218.16,30.3,4180.39,1274.8452027027026,148.93405405405406,216.82925675675673,30.3,127.88783783783785,16.828783783783784,14.856554054054055,30.3,76.2004054054054,0.0,1.01,5.05,30.3,40.4,0.0,0.0,30.3,40.4,850.9149898219956,178.76121067095113,299.3886737529047,0.0,587.989943376189,16.606116039816786,23.429096315369748,0.0,342.8637298461781,31770.11762,3557.2521287329696,0.0,5057.04874171276,0
20220823-0000448,2022-08-23 09:10:03.233,2223.01,1223.11,2551.26,30.3,4685.39,98.98,95.95,30.3,465.61,1270.8666216216216,146.6410810810811,218.03716216216216,30.3,115.23554054054054,16.65135135135135,12.68641891891892,30.3,53.68695945945946,0.0,0.0,19.19,30.3,40.4,0.0,1.01,30.3,40.4,852.1896152981193,151.17402469535503,315.8451437481962,0.0,517.8245677552595,14.347512123332638,13.773295544791086,0.0,71.13500734338466,31891.981190000002,3453.75016576087,0.0,4894.115195523443,0
20220823-0000449,2022-08-23 09:11:16.743,2228.06,1223.11,2531.06,30.3,4655.09,178.77,140.39000000000001,30.3,434.3,1270.5663513513514,167.6531756756757,186.83635135135134,30.3,134.50743243243244,16.992567567567566,16.46027027027027,30.3,45.60695945945946,0.0,1.01,20.2,30.3,40.4,0.0,1.01,30.3,40.4,840.3362023321147,199.53942236665273,231.37958072890703,0.0,614.975138172694,19.65603667372773,22.473168520917465,0.0,44.50150511250007,32005.74759,3483.4169149728264,0.0,4980.701653390082,0
20220823-0000451,2022-08-23 09:13:43.740,2227.05,1020.1,2033.13,30.3,4189.4800000000005,166.65,218.16,30.3,4176.35,1030.8276836158193,156.65841807909604,178.67299435028247,30.3,89.82152542372881,18.100112994350283,12.570790960451978,30.3,89.29655367231638,0.0,1.01,5.05,30.3,40.4,0.0,0.0,30.3,40.4,903.0180712513679,132.39594672711522,270.9169044191208,0.0,438.9214136693154,19.437437388524344,23.38223867399251,0.0,437.28981693866467,31690.817469999998,3121.8079063459195,0.0,4852.929704883746,0
20220823-0000452,2022-08-23 09:14:56.738,2226.04,1223.11,2551.26,30.3,487.83,104.03,152.51,30.3,465.61,1264.0422972972974,148.3335135135135,222.72547297297297,30.3,49.292094594594595,15.24554054054054,16.166824324324324,30.3,51.237027027027025,0.0,1.01,19.19,30.3,40.4,0.0,1.01,30.3,40.4,850.7936262999953,154.12200836576682,339.6499421039174,0.0,61.59039481199506,13.829797563534438,24.693704672209808,0.0,64.38476241268424,31776.54122,3418.854607354139,0.0,4885.148244739392,0
20220823-0000453,2022-08-23 09:16:10.732,2223.01,1190.79,2009.9,30.3,4310.68,133.32,82.82000000000001,30.3,481.77,1281.5101369863014,145.87582191780822,219.37753424657535,30.3,132.2062328767123,17.626575342465756,11.870958904109589,30.3,54.23561643835617,0.0,0.0,6.0600000000000005,30.3,40.4,0.0,1.01,30.3,40.4,843.809546996929,147.47392791174457,293.2308766464063,0.0,594.7070827518603,21.183318172870795,11.788295901039467,0.0,73.56133590537067,31170.00491,3537.01022111413,0.0,5079.051472761152,0
20220823-0000454,2022-08-23 09:17:23.732,2228.06,284.82,1885.67,30.3,4182.41,143.42,20.2,30.3,4175.34,580.197950310559,149.4235403726708,111.79006211180125,30.3,68.77409937888198,19.453478260869566,4.9245341614906835,30.3,68.48552795031057,0.0,2.02,0.0,30.3,40.4,0.0,0.0,30.3,40.4,852.753313942354,67.28065977449754,236.6099523573556,0.0,326.9445924655764,14.554210027311195,6.616837381368051,0.0,326.0498730569977,31287.82747,3519.4076227445653,0.0,5053.387980988271,0
20220823-0000455,2022-08-23 09:18:50.733,2224.02,1137.26,2548.23,30.3,4221.8,166.65,164.63,30.3,4169.28,1036.549382022472,150.18926966292133,187.59331460674156,30.3,115.34426966292135,17.340224719101126,12.90870786516854,30.3,114.13,0.0,4.04,7.07,30.3,40.4,0.0,0.0,30.3,40.4,904.4581498713511,136.84137870027476,317.18670527015666,0.0,536.7897535600438,19.867611374946023,21.237049841133906,0.0,531.5795738917222,31775.76756,3513.268894816825,0.0,5054.466229005052,0
20220823-0000456,2022-08-23 09:20:35.737,2227.05,1059.49,3004.75,30.3,4664.18,146.45,150.49,30.3,434.3,1271.6587074829931,145.3438095238095,219.01884353741497,30.3,111.50537414965986,17.00510204081633,15.13625850340136,30.3,51.13210884353742,0.0,0.0,17.17,30.3,40.4,0.0,1.01,30.3,40.4,846.2187493114097,135.0767502754746,346.79408580788674,0.0,533.2312101190882,18.181626153780414,21.839852950388337,0.0,63.79621185291918,31556.80259,3464.6518737756496,0.0,4942.630967845157,0
20220823-0000456,2022-08-23 09:20:35.737,2215.9147500000004,1112.4645,3004.75,30.3,4664.18,146.45,150.49,30.3,434.3,1335.2416428571428,130.80942857142855,219.01884353741497,30.3,111.50537414965986,17.00510204081633,15.13625850340136,30.3,51.13210884353742,0.0,0.0,17.17,30.3,40.4,0.0,1.01,30.3,40.4,837.7565618182956,121.56907524792715,346.79408580788674,0.0,533.2312101190882,19.999788769158457,21.839852950388337,0.0,70.1758330382111,31872.3706159,3118.186686398085,0.0,5436.894064629673,1
20220823-0000457,2022-08-23 09:21:48.733,2232.1,1206.95,2009.9,30.3,4284.42,130.29,170.69,30.3,437.33,1275.0253741496597,160.57625850340136,225.20938775510206,30.3,106.24925170068028,17.273061224489798,14.201836734693877,30.3,48.39755102040816,0.0,1.01,17.17,30.3,40.4,0.0,1.01,30.3,40.4,843.139383250534,191.47689550317867,289.9717860730163,0.0,488.5381534532124,18.22380744918077,21.7073062664871,0.0,55.0853229393008,31170.62,3444.7855967706923,0.0,4991.839778621728,0
20220823-0000458,2022-08-23 09:23:02.735,2224.02,1283.71,1916.98,30.3,4248.06,125.24,205.03,30.3,4175.34,1270.064693877551,155.76673469387757,204.02687074829933,30.3,131.31374149659862,17.492925170068027,15.713401360544218,30.3,77.16537414965985,0.0,1.01,11.11,30.3,40.4,0.0,0.0,30.3,40.4,852.2297818910425,173.17665835782554,265.40621631299126,0.0,590.2940119407276,18.34726463694504,27.24366096894256,0.0,344.44965106695355,31599.1125,3498.5376857666215,0.0,5060.514292902086,0
20220823-0000459,2022-08-23 09:24:15.731,2228.06,1384.71,1199.88,30.3,4300.58,143.42,172.71,30.3,4168.27,1272.2679452054795,160.16801369863015,183.74390410958904,30.3,101.07609589041095,16.70650684931507,15.627328767123288,30.3,102.27287671232878,0.0,1.01,10.1,30.3,40.4,0.0,0.0,30.3,40.4,844.0224875303543,191.69873786406032,169.3157640783843,0.0,489.86103292861185,17.738514248676093,24.24838344976229,0.0,480.58502986412236,31856.33122,3506.173429878049,0.0,5092.451553133304,0
20220823-0000460,2022-08-23 09:25:28.737,2223.01,1418.04,2304.82,30.3,4237.96,48.480000000000004,163.62,30.3,464.6,1239.6605333333334,146.2749333333333,214.16039999999998,30.3,213.2312,17.22386666666667,14.7056,30.3,61.165600000000005,0.0,1.01,3.0300000000000002,30.3,40.4,0.0,1.01,30.3,40.4,861.416571063112,184.96649931301883,336.7875361070532,0.0,818.4416752440519,12.627788920553115,24.791123848033195,0.0,87.6183060010478,31855.30506,3570.97054510989,0.0,5071.516170747081,0
20220823-0000462,2022-08-23 09:26:42.733,2227.05,1577.6200000000001,2296.7400000000002,30.3,4192.51,117.16,159.58,30.3,495.91,1261.9159863945576,158.51503401360546,204.14367346938775,30.3,152.9909523809524,17.960136054421767,13.844557823129252,30.3,48.78918367346939,0.0,3.0300000000000002,16.16,30.3,40.4,0.0,0.0,30.3,40.4,845.972791778218,195.22552888557135,243.6378132779823,0.0,673.0636945247574,17.719788338428973,20.410851924688092,0.0,57.98908324721834,31597.97625,3574.1900682923497,0.0,5164.244821765814,0
20220823-0000463,2022-08-23 09:28:05.981,2226.04,911.02,1241.29,30.3,4248.06,67.67,150.49,30.3,495.91,1265.0981379310344,138.7043448275862,178.14310344827587,30.3,103.88372413793103,15.191793103448276,12.001586206896551,30.3,55.146,0.0,1.01,23.23,30.3,40.4,0.0,1.01,30.3,40.4,848.1552663603192,136.89297120023662,153.95176846931363,0.0,486.6687474784668,13.503296182125629,14.317934015545157,0.0,78.10676933295308,31871.97006,3535.1363294157613,0.0,5167.772049709707,0
20220823-0000464,2022-08-23 09:29:10.223,2228.06,1239.27,1494.8,30.3,4300.58,143.42,101.0,30.3,4168.27,1270.6555782312926,144.44374149659865,191.24727891156462,30.3,131.7534693877551,18.015102040816327,12.999455782312925,30.3,110.09687074829932,0.0,1.01,4.04,30.3,40.4,0.0,0.0,30.3,40.4,849.0829290242278,151.54598991106536,203.11854650707988,0.0,592.4560942701731,20.016657188715495,15.134101895050899,0.0,481.16475631839177,31931.74994,3508.408664808743,0.0,4987.683285243532,0
20220823-0000465,2022-08-23 09:30:23.235,2227.05,1570.55,2305.83,30.3,4184.43,118.17,94.94,30.3,4169.28,1268.8436301369863,155.6714383561644,223.3691095890411,30.3,71.37102739726026,16.429794520547944,11.580410958904109,30.3,71.2672602739726,0.0,1.01,3.0300000000000002,30.3,40.4,0.0,1.01,30.3,40.4,847.5383875451929,179.36357528620667,335.2181775076329,0.0,342.9742712499332,16.59013621413049,10.984743790424172,0.0,341.7600283797914,31286.53366,3498.4623975983714,0.0,5018.535809655218,0
20220823-0000466,2022-08-23 09:31:37.233,2226.04,1423.09,3054.2400000000002,30.3,464.6,93.93,175.74,30.3,438.34000000000003,1278.7964864864866,178.94743243243244,224.09716216216216,30.3,51.82391891891892,15.55945945945946,14.904324324324325,30.3,50.909459459459455,0.0,1.01,16.16,30.3,40.4,0.0,0.0,30.3,40.4,861.1537288810915,247.91192090228617,388.3235418473807,0.0,68.55022545809867,14.466055471801619,25.56530235195807,0.0,63.08022202513024,31599.33369,3489.586092767978,0.0,5083.442354512844,0
20220823-0000467,2022-08-23 09:32:50.227,2226.04,1516.01,1811.94,30.3,4185.44,181.8,174.73,30.3,469.65,1081.275465116279,148.9045348837209,189.7214534883721,30.3,114.99906976744187,17.90401162790698,13.529302325581396,30.3,45.144651162790694,0.0,1.01,11.11,30.3,40.4,0.0,0.0,30.3,40.4,904.275887136584,148.19633796309517,253.41024201353648,0.0,542.600476292199,20.214611852855718,22.426403491256824,0.0,43.804993825428454,31689.74384,3550.0831622510236,0.0,5085.807203602023,0
20220823-0000468,2022-08-23 09:34:04.226,2226.04,1209.98,2210.89,30.3,4314.72,148.47,150.49,30.3,454.5,1270.2089795918369,171.04727891156463,200.96938775510205,30.3,106.62027210884354,18.09068027210884,13.734625850340137,30.3,53.53,0.0,1.01,22.22,30.3,40.4,0.0,1.01,30.3,40.4,851.866007139644,194.1854002209579,270.5241123848401,0.0,491.67790334475205,21.926083494041936,18.42489907672787,0.0,70.0240713988334,31856.28375,3534.208087367707,0.0,5052.756786183345,0
20220823-0000469,2022-08-23 09:35:17.225,2232.1,712.05,1494.8,30.3,4277.35,81.81,198.97,30.3,468.64,1270.6280952380953,142.71231292517007,219.52727891156462,30.3,128.8883673469388,16.943265306122452,16.359251700680275,30.3,43.32006802721089,0.0,1.01,17.17,30.3,40.4,0.0,1.01,30.3,40.4,853.9258005059824,123.10380664638615,259.7236269284571,0.0,593.8467705385668,15.248088043667455,26.002169359693973,0.0,35.20144396938314,31397.75991,3490.698714442935,0.0,5037.236586080132,0
20220823-0000470,2022-08-23 09:36:31.233,2227.05,822.14,1206.95,30.3,4317.75,118.17,21.21,30.3,467.63,1260.1433333333334,151.60773333333333,170.78426666666667,30.3,158.4488,17.843333333333334,10.302,30.3,56.196400000000004,0.0,1.01,20.2,30.3,40.4,0.0,1.01,30.3,40.4,852.8462327921554,151.56316589232546,152.50382140934113,0.0,678.6829029227584,20.297440182150513,6.202540001395667,0.0,77.52826528724042,31995.19006,3539.0496509575923,0.0,5054.899425849125,0
20220823-0000471,2022-08-23 09:38:02.971,2226.04,1575.6,1811.94,30.3,4180.39,139.38,166.65,30.3,436.32,1082.7728488372093,144.69424418604652,182.78063953488373,30.3,95.70337209302326,17.19936046511628,10.863372093023257,30.3,49.443023255813955,0.0,0.0,11.11,30.3,40.4,0.0,0.0,30.3,40.4,904.5290212421214,147.9015386194103,247.86929451843992,0.0,446.1700318134544,16.831356619197336,16.021985215874246,0.0,58.61838585174921,32025.34866,3477.430674701897,0.0,5036.944840884619,0
20220823-0000472,2022-08-23 09:39:23.217,2226.04,1209.98,2520.96,30.3,4314.72,148.47,159.58,30.3,430.26,1257.856711409396,154.3198657718121,241.30187919463089,30.3,99.86120805369129,17.536040268456375,16.424362416107385,30.3,43.0165100671141,0.0,1.01,8.08,30.3,40.4,0.0,1.01,30.3,40.4,856.5449933175349,166.10250618512237,360.8270482716283,0.0,486.53213235784585,17.516504678411206,24.014773248491757,0.0,31.83268212889292,31591.44256,3480.5214343478265,0.0,4953.40475588554,0
20220823-0000474,2022-08-23 09:41:50.231,2227.05,1293.81,2026.06,30.3,4175.34,132.31,84.84,30.3,438.34000000000003,1228.7181578947368,154.85559210526316,200.1128947368421,30.3,94.87355263157896,17.681644736842106,11.887434210526317,30.3,45.62276315789474,0.0,1.01,15.15,30.3,40.4,0.0,1.01,30.3,40.4,871.1185033790512,152.2115191162274,245.21469617418845,0.0,471.12836394746176,18.850792296218607,12.630956594739185,0.0,45.11612164693807,31909.62488,2482.769903063749,0.0,4578.962551696268,0
20220823-0000474,2022-08-23 09:41:50.231,2215.9147500000004,1358.5005,2026.06,30.3,4175.34,132.31,84.84,30.3,438.34000000000003,1290.1540657894736,139.37003289473685,200.1128947368421,30.3,94.87355263157896,17.681644736842106,11.887434210526317,30.3,45.62276315789474,0.0,1.01,15.15,30.3,40.4,0.0,1.01,30.3,40.4,862.4073183452606,136.99036720460467,245.21469617418845,0.0,471.12836394746176,20.73587152584047,12.630956594739185,0.0,49.62773381163188,32228.7211288,2234.492912757374,0.0,5036.858806865895,1
20220823-0000475,2022-08-23 09:43:03.226,2225.03,1319.06,1521.06,30.3,4201.6,142.41,159.58,30.3,459.55,1248.7012162162164,157.5872972972973,207.2206081081081,30.3,102.20790540540541,17.552162162162162,13.232364864864865,30.3,56.34162162162162,0.0,1.01,1.01,30.3,40.4,0.0,1.01,30.3,40.4,855.6382052218394,173.14726168132682,241.70478011256202,0.0,481.065657295075,19.000423697989778,16.692723202690786,0.0,77.61025637753539,31047.51009,3552.7142198369565,0.0,5033.854361680934,0
20220823-0000476,2022-08-23 09:44:18.218,2225.03,798.91,1410.97,30.3,4195.54,163.62,159.58,30.3,453.49,1206.8909740259742,145.84662337662337,190.05707792207792,30.3,94.40876623376624,16.992922077922078,14.382662337662337,30.3,45.6401948051948,0.0,0.0,13.13,30.3,40.4,0.0,1.01,30.3,40.4,874.6844975652743,134.0705963442878,224.82103252240498,0.0,470.10587978509426,20.091100883638152,21.67161482877864,0.0,45.64162248515546,31543.18375,3582.3524085170066,0.0,5114.0463638871315,0
20220823-0000477,2022-08-23 09:45:31.231,2226.04,1510.96,3002.73,30.3,4440.97,183.82,130.29,30.3,489.85,1203.6576623376623,149.8275974025974,221.60974025974028,30.3,125.75155844155844,16.671558441558442,13.523506493506494,30.3,48.39474025974026,0.0,1.01,15.15,30.3,40.4,0.0,0.0,30.3,40.4,859.9780758069576,171.5940449743129,344.88302814930597,0.0,586.7196577047941,20.41950175041382,17.856272796954432,0.0,56.45826018493101,31775.37366,3550.1641839727895,0.0,5123.227845936348,0
20220823-0000478,2022-08-23 09:46:51.228,2225.03,1319.06,2955.26,30.3,4650.04,111.1,103.02,30.3,441.37,1204.543051948052,153.6314935064935,193.2379220779221,30.3,78.74720779220779,16.671558441558442,12.867662337662336,30.3,48.00123376623376,0.0,0.0,1.01,30.3,40.4,0.0,1.01,30.3,40.4,867.8693651841814,168.2200089125591,273.5913094500288,0.0,374.3341340689362,15.063069699107292,14.528270931658824,0.0,53.94656941356116,31657.661190000003,3519.643045465754,0.0,4991.425312988957,0
20220823-0000480,2022-08-23 09:48:04.714,2225.03,1058.48,3003.7400000000002,30.3,4199.58,163.62,175.74,30.3,433.29,1146.2377777777779,138.6567901234568,232.28129629629632,30.3,96.77296296296296,16.060246913580247,12.749691358024693,30.3,45.25049382716049,0.0,0.0,1.01,30.3,40.4,0.0,1.01,30.3,40.4,884.4331097722986,119.67374470036667,389.67933768699487,0.0,460.4167374442327,18.27514753907061,18.51710417868473,0.0,43.329590760951284,31396.27622,3473.944216803279,0.0,4960.592391662566,0
20220823-0000481,2022-08-23 09:49:25.720,2224.02,1091.81,3002.73,30.3,4440.97,183.82,94.94,30.3,489.85,1273.5962585034015,143.92156462585035,258.54625850340136,30.3,101.4534693877551,17.43108843537415,13.981972789115646,30.3,51.72986394557823,0.0,2.02,19.19,30.3,40.4,0.0,1.01,30.3,40.4,847.5513260204606,143.7116157836556,424.8715426995858,0.0,495.73783445977483,22.445116822151487,16.68505671911373,0.0,67.5331274646985,31932.08122,3484.349371587517,0.0,4987.328172632938,0
20220823-0000482,2022-08-23 09:50:38.719,2227.05,1538.1491999999998,2031.1100000000001,30.3,4182.41,104.03,174.73,30.3,4184.43,1139.216223899371,148.42146918238993,202.63522012578616,30.3,69.06748427672956,15.937672955974843,12.748867924528302,30.3,76.1311320754717,0.0,1.01,4.04,30.3,40.4,0.0,1.01,30.3,40.4,884.2493491769999,176.2325042022316,264.7011514453062,0.0,328.8713741862638,14.132251399877859,17.537197685311597,0.0,348.96703248397205,33725.8057185,3409.717086762721,0.0,5226.46936922262,1
20220823-0000482,2022-08-23 09:50:38.719,2227.05,1569.54,2031.1100000000001,30.3,4182.41,104.03,174.73,30.3,4184.43,1162.465534591195,153.01182389937105,202.63522012578616,30.3,69.06748427672956,15.937672955974843,12.748867924528302,30.3,76.1311320754717,0.0,1.01,4.04,30.3,40.4,0.0,1.01,30.3,40.4,875.4944051257424,181.6829940229192,264.7011514453062,0.0,328.8713741862638,13.459287047502722,17.537197685311597,0.0,332.34955474664,32119.81497,3515.172254394558,0.0,4977.589875450114,0
20220823-0000483,2022-08-23 09:51:59.725,2227.05,1273.61,1773.56,30.3,4612.67,129.28,215.13,30.3,439.35,1001.1679891304349,148.63467391304349,172.08972826086958,30.3,92.33266304347826,17.50483695652174,13.387989130434782,30.3,48.84777173913044,0.0,2.02,4.04,30.3,40.4,0.0,0.0,30.3,40.4,917.1641843004754,135.22179553790323,251.00267294917623,0.0,454.0871414532046,15.821987092856318,26.824230170520963,0.0,56.39010755126626,31856.53625,3508.2123281942545,0.0,4977.74518039151,0
20220823-0000484,2022-08-23 09:53:13.724,2225.03,1510.96,1895.77,30.3,4333.91,132.31,175.74,30.3,461.57,1200.526928104575,141.9413071895425,193.0618300653595,30.3,152.51660130718955,16.305228758169935,13.605294117647059,30.3,48.367777777777775,0.0,1.01,9.09,30.3,40.4,0.0,1.01,30.3,40.4,879.2562610505947,151.04343118601417,239.92396534598046,0.0,667.8154238074953,15.747957489553254,19.446442892686587,0.0,55.901336121714486,32064.61241,3486.4237975,0.0,5057.234175655674,0
20220823-0000485,2022-08-23 09:54:34.722,2223.01,1188.77,1207.96,30.3,4410.67,120.19,113.12,30.3,437.33,1130.7801807228916,154.2562048192771,164.3501204819277,30.3,167.19759036144578,18.20433734939759,12.351204819277108,30.3,49.89765060240964,0.0,0.0,19.19,30.3,40.4,0.0,1.01,30.3,40.4,896.5237963392867,136.5511263209687,161.92159045897213,0.0,719.6132654620978,17.54737354241591,15.912189150360213,0.0,60.44588852558952,31501.962620000002,3487.5751600544218,0.0,4944.510343928397,0
20220823-0000486,2022-08-23 09:55:47.722,2225.03,1544.29,2232.1,30.3,4190.49,152.51,83.83,30.3,4184.43,1234.855430463576,162.36920529801324,207.47139072847682,30.3,95.34801324503312,18.012781456953643,11.691920529801324,30.3,97.96331125827815,0.0,1.01,13.13,30.3,40.4,0.0,0.0,30.3,40.4,863.8949717625454,209.8044317580888,275.7913349669819,0.0,473.8286145405958,22.829700013722878,10.793998396193086,0.0,473.9564320952406,31775.81503,3529.5180721981,0.0,5080.441582628521,0
20220823-0000487,2022-08-23 09:57:05.715,2223.01,1517.02,1411.98,30.3,4186.45,85.85,163.62,30.3,439.35,832.8802678571428,169.2561607142857,130.66875,30.3,114.445625,18.15294642857143,8.99982142857143,30.3,47.33473214285714,0.0,2.02,2.02,30.3,40.4,0.0,0.0,30.3,40.4,914.0031595623566,187.44167559993585,192.93382640477998,0.0,549.0340239806627,12.118822064290011,17.85988658699072,0.0,51.45197547526383,31752.00125,3521.0881358196725,0.0,5051.354528132914,0
20220823-0000488,2022-08-23 09:58:56.713,2223.01,772.65,2559.34,30.3,4174.33,116.15,176.75,30.3,461.57,1199.511572327044,145.77666666666667,215.0918867924528,30.3,71.69094339622642,18.122830188679245,13.460314465408805,30.3,45.53893081761006,0.0,1.01,19.19,30.3,40.4,0.0,1.01,30.3,40.4,869.0925229197898,125.31816410184834,336.13032841896063,0.0,329.7543816839421,18.75480187193973,19.477531743384592,0.0,45.55496482290122,31689.49134,3507.240232225238,0.0,5021.148783061307,0
20220823-0000489,2022-08-23 10:00:10.710,2227.05,1141.3,2660.34,30.3,4189.4800000000005,94.94,131.3,30.3,433.29,1118.581011904762,154.2775,195.9580357142857,30.3,102.05208333333334,16.31029761904762,13.322380952380952,30.3,45.07125,0.0,1.01,18.18,30.3,40.4,0.0,0.0,30.3,40.4,896.3636587075507,156.82873880272714,301.3465474186866,0.0,453.2408950067538,13.815463881991887,20.160788816366594,0.0,42.55888367609235,31613.48884,3555.482719753425,0.0,5039.73239222463,0
20220823-0000491,2022-08-23 10:02:56.715,2225.03,1246.34,1238.26,30.3,4635.9,143.42,144.43,30.3,438.34000000000003,1172.8107051282052,142.50064102564102,159.90371794871794,30.3,104.50910256410256,18.005192307692308,12.463141025641026,30.3,55.49820512820513,0.0,0.0,13.13,30.3,40.4,0.0,1.01,30.3,40.4,877.6197832084735,136.4229496650592,131.19069714024795,0.0,493.7859043953507,19.53583566715124,16.430402637727585,0.0,75.47048212104097,31856.69381,2643.5216828194725,0.0,4686.868246383267,0
20220823-0000492,2022-08-23 10:04:28.171,2226.04,1217.05,2531.06,30.3,4332.9,182.81,177.76,30.3,433.29,645.1585416666667,163.8970486111111,102.82361111111112,30.3,72.98302083333334,18.6534375,6.361597222222222,30.3,48.388819444444444,0.0,1.01,0.0,30.3,40.4,0.0,0.0,30.3,40.4,878.7716212231621,127.95620336214274,221.4588689427135,0.0,354.53266232958293,14.465222650242527,14.24544239959161,0.0,54.784723165780775,31998.33116,3466.351668165761,0.0,4978.685762802943,0
20220823-0000495,2022-08-23 10:08:59.216,2224.02,1136.25,2580.55,30.3,4679.33,130.29,86.86,30.3,433.29,637.3863573883161,158.44505154639174,125.41353951890035,30.3,87.86305841924398,19.026872852233677,6.105120274914089,30.3,44.349759450171824,0.0,0.0,0.0,30.3,40.4,0.0,0.0,30.3,40.4,878.0163887216413,107.28363417477259,286.18080190656923,0.0,436.6569480338076,14.17393667298837,10.755526374076391,0.0,38.70704367084717,32000.16128,3500.378493630137,0.0,5016.34645002397,0
