SerialNo,ReceivedDateTime,SpindleSpeed_max,ServoCurrent_X_max,ServoCurrent_Z1_max,ServoCurrent_Z2_max,ServoCurrent_Z3_max,ServoLoad_X_max,ServoLoad_Z1_max,ServoLoad_Z2_max,ServoLoad_Z3_max,SpindleSpeed_mean,ServoCurrent_X_mean,ServoCurrent_Z1_mean,ServoCurrent_Z2_mean,ServoCurrent_Z3_mean,ServoLoad_X_mean,ServoLoad_Z1_mean,ServoLoad_Z2_mean,ServoLoad_Z3_mean,SpindleSpeed_min,ServoCurrent_X_min,ServoCurrent_Z1_min,ServoCurrent_Z2_min,ServoCurrent_Z3_min,ServoLoad_X_min,ServoLoad_Z1_min,ServoLoad_Z2_min,ServoLoad_Z3_min,SpindleSpeed_std,ServoCurrent_X_std,ServoCurrent_Z1_std,ServoCurrent_Z2_std,ServoCurrent_Z3_std,ServoLoad_X_std,ServoLoad_Z1_std,ServoLoad_Z2_std,ServoLoad_Z3_std,SpindleLoad_max,SpindleLoad_mean,SpindleLoad_min,SpindleLoad_std,passorfail
20220824-0000201,2022-08-24 03:37:19.273,2226.04,1580.65,2428.04,30.3,4631.86,180.79,135.34,30.3,436.32,1197.491572327044,136.96616352201258,200.59616352201257,30.3,153.86301886792452,18.87238993710692,10.303270440251572,30.3,52.361194968553455,0.0,2.02,3.0300000000000002,30.3,40.4,0.0,0.0,30.3,40.4,882.0804996630685,147.2917341276584,340.8891715562238,0.0,676.0519546679946,22.79733747969106,15.623710788327271,0.0,66.50103883218651,31846.26253,3415.7030438411457,0.0,4818.818165411479,0
20220824-0000203,2022-08-24 03:39:53.044,2225.03,1095.85,2972.43,30.3,4260.18,145.44,218.16,30.3,450.46,1155.3040384615383,159.70948717948718,215.5119871794872,30.3,97.05064102564103,18.102307692307694,11.67974358974359,30.3,50.428782051282056,0.0,0.0,3.0300000000000002,30.3,40.4,0.0,0.0,30.3,40.4,881.1208448983389,150.97561085074057,381.1072196286632,0.0,472.45704221198463,20.77650071440783,21.921719070314097,0.0,61.871865215219934,31289.91009,3427.4347448697918,0.0,4956.921741805967,0
20220824-0000205,2022-08-24 03:42:32.559,2227.05,1548.33,1870.52,30.3,4390.47,145.44,218.16,30.3,490.86,1194.5934810126582,151.50639240506328,172.03240506329115,30.3,120.6118987341772,18.448481012658227,14.830379746835444,30.3,52.9546835443038,0.0,0.0,15.15,30.3,40.4,0.0,1.01,30.3,40.4,874.9201595752695,167.72073847138861,245.65624960510877,0.0,576.5284431461805,21.917343344461372,29.807997477878793,0.0,69.63821494736062,31172.76625,3374.3985698195875,0.0,4975.578239034791,0
20220824-0000206,2022-08-24 03:44:08.105,2223.01,633.27,2371.48,30.3,4415.72,112.11,82.82000000000001,30.3,435.31,1043.0576404494382,138.0976404494382,187.89404494382023,30.3,99.3885393258427,17.09056179775281,9.38505617977528,30.3,49.240337078651685,0.0,0.0,3.0300000000000002,30.3,40.4,0.0,0.0,30.3,40.4,918.4093228017351,99.27139408783368,335.30504635100937,0.0,467.26570181446044,14.611895944397077,12.157436755447957,0.0,58.63682073983886,31857.83006,3378.976895077519,0.0,4956.783904130709,0
20220824-0000207,2022-08-24 03:45:26.796,2225.03,1192.81,1870.52,30.3,4321.79,117.16,107.06,30.3,434.3,1264.4018085106384,164.27542553191492,198.0781914893617,30.3,179.75851063829785,16.55755319148936,12.173723404255318,30.3,48.630425531914895,0.0,5.05,17.17,30.3,40.4,0.0,1.01,30.3,40.4,858.7480391704112,180.68641700493,269.25314740471305,0.0,742.7807583543333,20.587856428375662,15.621795304045296,0.0,55.83479476852997,31373.551219999998,3442.78778075227,0.0,5049.348784806318,0
20220824-0000208,2022-08-24 03:46:40.380,2222.0,1099.89,1193.82,30.3,4400.57,80.8,79.79,30.3,48.480000000000004,692.324081632653,179.6357142857143,112.06877551020408,30.3,129.3830612244898,20.344285714285714,6.492857142857143,30.3,40.564897959183675,0.0,1.01,25.25,30.3,40.4,0.0,1.01,30.3,40.4,909.5222416223462,185.1303648489703,182.5671503533327,0.0,616.5733985855919,14.621124872636141,11.607329061205073,0.0,1.1425960594590534,31503.383690000002,3436.598861795866,0.0,4879.756936652077,0
20220824-0000209,2022-08-24 03:52:38.221,2229.07,520.15,1228.16,30.3,414.1,92.92,106.05,30.3,40.4,1445.9041176470587,194.2170588235294,247.74705882352941,30.3,62.38235294117647,20.140588235294118,23.527058823529412,30.3,40.4,0.0,5.05,1.01,30.3,40.4,0.0,1.01,30.3,40.4,759.0147737685223,157.9744181457083,257.9109381723231,0.0,87.96258641661812,22.38578744770258,26.62133818460632,0.0,0.0,31909.98747,3321.1067971963826,0.0,4849.665850204889,0
20220824-0000210,2022-08-24 03:52:55.216,2225.03,654.2578,2880.52,30.3,4685.39,92.92,127.26,30.3,435.31,1362.5550477064219,136.00752660550458,275.1277064220183,30.3,159.10743119266053,15.214862385321101,14.038073394495413,30.3,47.7294495412844,0.0,1.01,18.18,30.3,40.4,0.0,0.0,30.3,40.4,780.6850689908198,121.34929663700437,486.76013240137996,0.0,706.7341894203892,18.017408276229343,18.557083228289883,0.0,55.64908080145328,32730.824469000003,3242.030013093927,0.0,5073.718026916466,1
20220824-0000210,2022-08-24 03:52:55.216,2225.03,667.61,2880.52,30.3,4685.39,92.92,127.26,30.3,435.31,1390.3622935779815,140.21394495412844,275.1277064220183,30.3,159.10743119266053,15.214862385321101,14.038073394495413,30.3,47.7294495412844,0.0,1.01,18.18,30.3,40.4,0.0,0.0,30.3,40.4,772.9555138522968,125.10236766701482,486.76013240137996,0.0,706.7341894203892,17.159436453551756,18.557083228289883,0.0,52.99912457281265,31172.213780000002,3342.2989825710592,0.0,4832.112406587111,0
20220824-0000211,2022-08-24 03:54:13.122,2227.05,1136.25,1220.08,30.3,4658.12,107.06,131.3,30.3,423.19,1264.8704081632652,140.69231292517006,160.28081632653064,30.3,117.57911564625851,17.589115646258506,12.223061224489795,30.3,48.24639455782313,0.0,1.01,22.22,30.3,40.4,0.0,1.01,30.3,40.4,850.5082562812606,134.61134310609532,177.40636635347636,0.0,538.727765011204,17.334606769589982,16.092164420589743,0.0,53.93048536593734,31924.94759,3323.6744028715366,0.0,5024.192189239414,0
20220824-0000212,2022-08-24 03:55:40.498,2214.9098,994.749,2344.21,30.3,4659.13,173.72,138.37,30.3,437.33,1325.2498571428573,133.04173469387757,183.55204081632652,30.3,134.05517006802722,17.039455782312928,14.194965986394559,30.3,50.78857142857143,0.0,1.01,22.22,30.3,40.4,0.0,1.01,30.3,40.4,834.556980318977,114.5879133919812,250.98433081797916,0.0,610.1504676374187,21.15552735819432,21.975624384233242,0.0,68.34749708806113,32008.3152625,2865.1306589107808,0.0,5244.8646770341875,1
20220824-0000212,2022-08-24 03:55:40.498,2226.04,947.38,2344.21,30.3,4659.13,173.72,138.37,30.3,437.33,1262.1427210884356,147.82414965986396,183.55204081632652,30.3,134.05517006802722,17.039455782312928,14.194965986394559,30.3,50.78857142857143,0.0,1.01,22.22,30.3,40.4,0.0,1.01,30.3,40.4,842.9868488070475,127.319903768868,250.98433081797916,0.0,610.1504676374187,19.23229759835847,21.975624384233242,0.0,62.13408826187375,31691.40125,3183.4785099008673,0.0,4768.058797303806,0
20220824-0000213,2022-08-24 03:56:34.712,2228.06,1103.93,1976.57,30.3,4186.45,157.56,137.36,30.3,467.63,1259.449387755102,155.0934013605442,200.97625850340137,30.3,76.85619047619048,18.997619047619047,11.597823129251701,30.3,51.55122448979591,0.0,3.0300000000000002,7.07,30.3,40.4,0.0,1.01,30.3,40.4,847.2630344338908,170.60281083224083,265.29219618217945,0.0,344.8657974956059,22.569980004246176,16.052256382408938,0.0,66.39880475911345,32022.8075,3235.363721882793,0.0,4920.662456925455,0
20220824-0000214,2022-08-24 03:57:48.217,2223.01,1407.94,2949.2,30.3,4485.41,87.87,171.7,30.3,4156.15,1259.7860544217685,164.12843537414966,223.2787074829932,30.3,160.56938775510204,16.098163265306123,13.191836734693878,30.3,76.65006802721088,0.0,2.02,8.08,30.3,40.4,0.0,0.0,30.3,40.4,842.6826179688748,191.96375580246874,391.41837428400044,0.0,718.4611390905955,14.522771432588312,19.74996322610344,0.0,342.4481280623518,31932.69631,3339.351592095731,0.0,4914.532817056608,0
20220824-0000215,2022-08-24 03:59:01.716,2229.07,940.3100000000001,2967.38,30.3,4147.06,107.06,204.02,30.3,479.75,1276.4613605442178,140.78850340136054,188.8974829931973,30.3,80.16789115646259,17.458571428571428,14.15374149659864,30.3,51.66115646258503,0.0,1.01,12.120000000000001,30.3,40.4,0.0,0.0,30.3,40.4,851.4040446895555,135.63810202188864,353.8142644248213,0.0,343.9281349774377,18.785298907808272,26.050969690250994,0.0,67.43493160472087,31929.03506,3355.8258087418935,0.0,4856.690074684974,0
20220824-0000216,2022-08-24 04:00:15.216,2232.1,1364.51,2260.38,30.3,4184.43,71.71,164.63,30.3,4170.29,1264.1283673469388,153.71238095238095,194.6826530612245,30.3,155.75299319727893,15.830204081632653,12.016938775510205,30.3,106.80578231292517,0.0,0.0,3.0300000000000002,30.3,40.4,0.0,0.0,30.3,40.4,847.3363482535516,184.94000293830652,273.84913775807536,0.0,673.4649985072443,13.233584805864012,19.41026409128468,0.0,481.14536645776786,6325.85119,246.60109114503817,0.0,765.4753605819526,0
20220824-0000217,2022-08-24 04:01:28.711,2223.01,842.34,2936.07,30.3,500.96,110.09,84.84,30.3,436.32,1271.6037414965986,153.93224489795918,197.55462585034013,30.3,52.49251700680272,17.328027210884354,11.453537414965988,30.3,45.827891156462584,0.0,0.0,8.08,30.3,40.4,0.0,0.0,30.3,40.4,846.4066979298207,149.16162811303175,315.78952698853857,0.0,72.11621238991455,17.435556321239172,12.779151555136826,0.0,45.28338646724484,31776.63616,5364.009208121212,0.0,6161.802626910314,0
20220824-0000218,2022-08-24 04:02:42.205,2225.03,1005.96,2950.21,30.3,473.69,153.52,137.36,30.3,4148.07,1267.1240136054423,152.29013605442177,178.81809523809522,30.3,52.26578231292517,17.42421768707483,14.462925170068027,30.3,76.29965986394558,0.0,1.01,1.01,30.3,40.4,0.0,1.01,30.3,40.4,848.0856962122325,159.02041842369795,286.627921087046,0.0,70.4218162478202,21.673305680907674,23.148115566627585,0.0,341.5585394759396,31552.82622,3529.0950032650276,0.0,4899.3454715176185,0
20220824-0000219,2022-08-24 04:03:55.712,2230.08,819.11,1833.15,30.3,4196.55,110.09,146.45,30.3,4165.24,1273.6376712328768,137.8719178082192,197.72479452054796,30.3,97.37506849315069,15.993972602739726,10.950890410958904,30.3,79.00828767123286,0.0,0.0,7.07,30.3,40.4,0.0,0.0,30.3,40.4,849.2052896587594,118.95332703834318,264.3500906871985,0.0,482.95205459096127,15.129521976582009,14.716713749205512,0.0,344.97566056887916,31599.727590000002,3517.2370202173906,0.0,5037.944891155984,0
20220824-0000220,2022-08-24 04:05:08.719,2224.02,1578.63,1218.06,30.3,4214.7300000000005,70.7,181.8,30.3,4170.29,1245.8827702702704,161.28608108108108,186.3108783783784,30.3,127.92195945945946,16.091756756756755,13.703243243243245,30.3,109.19601351351352,0.0,1.01,16.16,30.3,40.4,0.0,1.01,30.3,40.4,852.2975085424365,203.49141415093578,212.64965118975223,0.0,588.0404020043356,13.222495616894042,21.689203985785863,0.0,480.3856068273452,31288.45872,3502.4581737687076,0.0,5005.325653100399,0
20220824-0000223,2022-08-24 04:16:23.213,2229.07,766.59,1859.41,30.3,4184.43,145.44,210.08,30.3,4144.03,920.4763725490196,143.32098039215686,150.331568627451,30.3,101.33666666666666,17.546274509803922,9.387058823529413,30.3,64.24887254901961,0.0,1.01,0.0,30.3,40.4,0.0,0.0,30.3,40.4,919.7832216695559,94.5617208376803,262.2855416462962,0.0,498.6402712071345,16.804607082296126,20.003437045197586,0.0,288.74351479971705,31997.399940000003,3552.1149172108844,0.0,5020.760836733665,0
20220824-0000224,2022-08-24 04:18:05.215,2226.04,1049.39,3191.6,30.3,4656.1,134.33,181.8,30.3,4175.34,1158.4131874999998,144.37949999999998,191.432875,30.3,126.6224375,18.116875,12.833312500000002,30.3,73.40174999999999,0.0,4.04,8.08,30.3,40.4,0.0,0.0,30.3,40.4,882.8068662939071,125.69486763734935,394.85448447048907,0.0,585.8084637010783,19.867531155641196,21.13035935289826,0.0,329.4171614935307,31184.697379999998,3508.7405497817194,0.0,4995.9708462517465,0
20220824-0000225,2022-08-24 04:19:25.214,2232.1,1581.66,2416.93,30.3,4200.59,101.0,148.47,30.3,434.3,1204.93,168.93064516129033,180.52935483870968,30.3,75.28735483870969,16.681290322580644,12.45883870967742,30.3,45.52167741935484,0.0,0.0,0.0,30.3,40.4,0.0,1.01,30.3,40.4,872.3250444107728,216.96074965970635,301.4614811588007,0.0,337.31302134110615,15.249334718783683,18.14466561186015,0.0,44.341305984587606,31690.70738,3484.0701269836954,0.0,4904.812282691009,0
20220824-0000226,2022-08-24 04:20:42.708,2223.01,1115.04,2280.58,30.3,4183.42,117.16,91.91,30.3,458.54,1199.7496774193548,148.0529677419355,181.3503870967742,30.3,75.18309677419354,17.84116129032258,13.540516129032259,30.3,53.27587096774194,0.0,1.01,11.11,30.3,40.4,0.0,1.01,30.3,40.4,872.5144057714954,152.2715591821249,292.43043005688077,0.0,335.92513074576965,16.22382197428984,18.012285254834733,0.0,70.54778312856557,31932.71247,3512.3963852581523,0.0,4991.314741440093,0
20220824-0000227,2022-08-24 04:22:00.209,2225.03,1118.07,1899.81,30.3,4651.05,168.67,218.16,30.3,4174.33,1209.8291558441558,155.0022077922078,191.83441558441558,30.3,151.1851948051948,17.76025974025974,13.700584415584416,30.3,99.17675324675325,0.0,0.0,24.240000000000002,30.3,40.4,0.0,1.01,30.3,40.4,867.108711716804,148.63273417961923,276.0799325289072,0.0,679.2101839033842,17.929734275237784,26.095142482012147,0.0,469.5276768882021,32073.27619,3551.9150081147545,0.0,5010.8952389362075,0
20220824-0000228,2022-08-24 04:23:17.208,2226.04,1572.57,2511.87,30.3,4190.49,111.1,138.37,30.3,436.32,1217.1090259740258,158.09123376623376,196.6614285714286,30.3,99.74733766233766,17.68811688311688,13.110324675324676,30.3,50.31636363636364,0.0,3.0300000000000002,9.09,30.3,40.4,0.0,0.0,30.3,40.4,869.775773928051,195.13386457083226,342.66858119213407,0.0,471.6425219673528,16.849942409668767,21.399815180886616,0.0,60.742903223895254,31600.13866,3482.195901820652,0.0,4940.7027206200955,0
20220824-0000230,2022-08-24 04:25:48.197,2226.04,1560.45,2562.37,30.3,4190.49,158.57,152.51,30.3,4164.2300000000005,1083.753488372093,151.55872093023254,160.73680232558138,30.3,117.57691860465117,17.093662790697675,11.086511627906976,30.3,71.16976744186046,0.0,0.0,4.04,30.3,40.4,0.0,1.01,30.3,40.4,902.5205351590843,157.43554084395277,256.045456582684,0.0,544.3853457972568,16.696059380123263,19.46539170944572,0.0,317.13393259338545,31778.135000000002,518.748463284351,0.0,2312.6409626041245,0
20220824-0000231,2022-08-24 04:27:14.206,2228.06,901.9300000000001,1473.59,30.3,4337.95,159.58,203.01,30.3,498.94,1278.872993197279,141.2557142857143,176.75687074829932,30.3,126.16068027210885,17.259319727891157,13.94074829931973,30.3,51.70925170068027,0.0,1.01,5.05,30.3,40.4,0.0,0.0,30.3,40.4,850.9440661808994,130.58214425099555,210.54874767844274,0.0,594.2422538706702,18.909988348745166,25.686052257714024,0.0,67.4283397671113,31934.35372,2618.709359558823,0.0,4598.123550703722,0
20220824-0000233,2022-08-24 04:28:58.197,2226.04,1341.28,2534.09,30.3,4657.11,124.23,204.02,30.3,484.8,737.4556916996048,151.27644268774705,119.0003557312253,30.3,95.33521739130435,16.978379446640318,7.624901185770751,30.3,46.903122529644264,0.0,1.01,7.07,30.3,40.4,0.0,0.0,30.3,40.4,900.1532379010458,113.45324310304169,259.60666743946354,0.0,472.17621652911185,12.498072825058786,17.228426741109395,0.0,51.448770775847294,32004.53256,3411.5434228129034,0.0,4944.814927108811,0
20220824-0000234,2022-08-24 04:31:04.701,2224.02,870.62,1956.3700000000001,30.3,4627.82,183.82,178.77,30.3,4164.2300000000005,1094.2102352941179,148.72547058823528,205.50529411764705,30.3,141.52476470588235,16.72441176470588,12.613117647058823,30.3,91.29211764705883,0.0,2.02,9.09,30.3,40.4,0.0,0.0,30.3,40.4,898.8540119241868,124.73750836167123,357.52604199611295,0.0,651.8856496480187,17.337561464184795,22.617838513046767,0.0,445.43524365693315,32061.140030000002,3423.786603359173,0.0,4976.609538258005,0
20220824-0000235,2022-08-24 04:32:29.697,2226.04,1266.54,1803.8600000000001,30.3,4255.13,86.86,137.36,30.3,437.33,1262.2389115646258,148.63489795918366,165.6743537414966,30.3,111.62217687074829,16.585986394557825,12.88952380952381,30.3,53.79108843537415,0.0,1.01,10.1,30.3,40.4,0.0,0.0,30.3,40.4,850.3345749801981,145.33880156365353,200.37743952436654,0.0,492.2583271329923,14.839376625680847,20.474330137388893,0.0,71.3763897046897,31684.58375,3448.131864980545,0.0,5070.602100535961,0
20220824-0000236,2022-08-24 04:33:43.199,2225.03,1191.8,1494.8,30.3,4221.8,76.76,205.03,30.3,440.36,1273.8504761904762,153.26578231292518,183.19476190476192,30.3,102.72455782312925,17.61659863945578,13.15061224489796,30.3,53.68115646258504,0.0,0.0,15.15,30.3,40.4,0.0,0.0,30.3,40.4,849.9650386090944,178.8343065951286,217.57640423694806,0.0,484.269574952636,14.484956248577486,24.736863009652765,0.0,70.77212931392513,31468.901280000002,3448.256862632944,0.0,5030.8154005767865,0
20220824-0000237,2022-08-24 04:34:56.704,2225.03,1546.31,2274.52,30.3,4642.97,165.64000000000001,204.02,30.3,436.32,1267.2408163265306,148.6692517006803,201.40224489795918,30.3,160.54190476190476,18.125034013605443,15.36299319727891,30.3,48.60367346938776,0.0,1.01,15.15,30.3,40.4,0.0,1.01,30.3,40.4,848.9386940021201,173.42719102935928,310.29097436475035,0.0,702.3175594364092,21.835921627702028,30.08763533206729,0.0,55.973415970851406,32074.143780000002,3594.196433012212,0.0,5027.0891630477345,0
20220824-0000238,2022-08-24 04:36:10.185,2223.01,849.41,1263.51,30.3,4615.7,143.42,179.78,30.3,4175.34,1245.8759459459461,149.46635135135136,176.2995945945946,30.3,108.43851351351351,18.78054054054054,14.071756756756756,30.3,107.18283783783785,0.0,3.0300000000000002,27.27,30.3,40.4,0.0,0.0,30.3,40.4,847.2191010906243,137.34524982433328,202.5396240312732,0.0,530.2421317897868,21.216984166113157,23.658559694494663,0.0,480.6751716259746,32002.14997,3095.0546032363213,0.0,4863.055120282627,0
20220824-0000239,2022-08-24 04:36:11.198,2227.05,1408.95,2954.25,30.3,4615.7,106.05,179.78,30.3,4172.31,1266.107142857143,149.36319727891157,203.48408163265307,30.3,108.24863945578231,16.33863945578231,11.934489795918367,30.3,76.77374149659863,0.0,0.0,8.08,30.3,40.4,0.0,0.0,30.3,40.4,843.5990814340096,161.45664624025582,365.2173420236344,0.0,508.9537735796761,16.250974553315704,17.878289689173823,0.0,343.78141386368407,32106.62134,3506.4163797282613,0.0,4856.39642244204,0
20220824-0000241,2022-08-24 04:38:37.189,2227.05,1237.25,3179.48,30.3,4319.77,168.67,204.02,30.3,435.31,1258.4187755102041,148.0508843537415,191.68700680272107,30.3,69.58006802721088,16.036326530612243,15.727142857142857,30.3,43.19639455782313,0.0,0.0,12.120000000000001,30.3,40.4,0.0,1.01,30.3,40.4,850.640085609401,167.65101864752486,320.36636394685473,0.0,351.764719167334,18.57280282266367,28.952107457800892,0.0,32.46654073188599,32051.48241,2037.4113451822504,0.0,4081.3554173904454,0
20220824-0000242,2022-08-24 04:39:50.189,2222.0,1029.19,1878.6,30.3,4182.41,143.42,177.76,30.3,479.75,1268.2324324324325,154.09324324324325,186.2904054054054,30.3,152.3189189189189,16.624054054054053,12.488513513513514,30.3,56.77837837837838,0.0,1.01,17.17,30.3,40.4,0.0,0.0,30.3,40.4,854.9363847073689,150.81289007674746,251.43004217253207,0.0,672.1701856553317,20.146685116650886,22.13334672117533,0.0,79.96069217281807,31932.50744,3118.056693521127,0.0,4832.207035068879,0
20220824-0000243,2022-08-24 04:39:51.197,2214.9098,1299.1125,2280.58,30.3,4319.77,183.82,166.65,30.3,451.47,1340.2395616438357,139.13303424657536,218.09082191780823,30.3,101.11760273972602,18.124657534246577,11.933219178082192,30.3,45.955,0.0,0.0,14.14,30.3,40.4,0.0,0.0,30.3,40.4,835.3192083725272,148.6504794020057,329.81166387382905,0.0,491.0984741755345,23.906088661964223,18.71530756703282,0.0,51.85565344194731,32393.0520981,3181.7193320665765,0.0,5472.363171006244,1
20220824-0000243,2022-08-24 04:39:51.197,2226.04,1237.25,2280.58,30.3,4319.77,183.82,166.65,30.3,451.47,1276.4186301369864,154.5922602739726,218.09082191780823,30.3,101.11760273972602,18.124657534246577,11.933219178082192,30.3,45.955,0.0,0.0,14.14,30.3,40.4,0.0,0.0,30.3,40.4,843.7567761338659,165.16719933556186,329.81166387382905,0.0,491.0984741755345,21.73280787451293,18.71530756703282,0.0,47.14150312904301,32072.32881,3535.243702296196,0.0,4974.875610005675,0
20220824-0000244,2022-08-24 04:41:04.193,2223.01,1561.46,2945.16,30.3,4514.7,182.81,177.76,30.3,480.76,1242.6635999999999,151.98479999999998,250.50693333333334,30.3,161.00746666666666,17.749066666666668,14.288133333333333,30.3,52.14293333333333,0.0,0.0,16.16,30.3,40.4,0.0,0.0,30.3,40.4,850.1138743514904,194.77836294168205,484.41925273262376,0.0,696.3710165493138,23.417098008199364,24.303378424035607,0.0,70.86731455157525,31776.19378,3574.7039700271744,0.0,5023.595180749114,0
20220824-0000245,2022-08-24 04:42:18.188,2221.94445,1448.6430000000003,2280.58,30.3,4295.53,183.82,166.65,30.3,4181.4,1350.7210787671233,128.5487876712329,198.0914383561644,30.3,134.90417808219178,17.453630136986302,13.807945205479452,30.3,77.2027397260274,0.0,0.0,0.0,30.3,40.4,0.0,0.0,30.3,40.4,837.4716741186753,148.38516310328643,296.3745323893248,0.0,593.9138149036976,22.531905130879355,21.280086464562025,0.0,380.3890995165935,32319.381496200003,3225.270165512996,0.0,5560.405327420308,1
20220824-0000245,2022-08-24 04:42:18.188,2233.11,1379.66,2280.58,30.3,4295.53,183.82,166.65,30.3,4181.4,1286.4010273972603,142.83198630136988,198.0914383561644,30.3,134.90417808219178,17.453630136986302,13.807945205479452,30.3,77.2027397260274,0.0,0.0,0.0,30.3,40.4,0.0,0.0,30.3,40.4,845.9309839582579,164.87240344809604,296.3745323893248,0.0,593.9138149036976,20.48355011898123,21.280086464562025,0.0,345.80827228781226,31999.38762,3583.633517236662,0.0,5054.913934018461,0
20220824-0000247,2022-08-24 04:44:45.187,2223.01,1568.53,1249.3700000000001,30.3,4305.63,141.4,135.34,30.3,4169.28,1286.4148630136986,153.94198630136987,160.97739726027396,30.3,129.61205479452053,17.225342465753425,12.749520547945206,30.3,76.8845205479452,0.0,1.01,4.04,30.3,40.4,0.0,0.0,30.3,40.4,848.0077197761765,189.76358598643918,161.87094289460373,0.0,595.1590441456933,18.483405874906897,18.14627187138906,0.0,344.50377325319704,31600.51741,3573.4170656164383,0.0,5019.779191885392,0
20220824-0000248,2022-08-24 04:45:58.185,2227.05,1159.48,1973.54,30.3,4579.34,135.34,174.73,30.3,4169.28,1275.7476027397258,158.92972602739727,182.7477397260274,30.3,71.57164383561644,17.10082191780822,11.469726027397261,30.3,96.95308219178082,0.0,1.01,18.18,30.3,40.4,0.0,1.01,30.3,40.4,843.6774909908158,177.50402051569077,232.88893665486822,0.0,375.6388322863028,21.239552190449462,17.031871217391252,0.0,481.4012997684057,32089.72,3532.4004068342397,0.0,4920.168796619844,0
20220824-0000249,2022-08-24 04:47:11.187,2227.05,892.84,1246.34,30.3,4188.47,129.28,168.67,30.3,4169.28,1233.1965333333333,137.30613333333332,174.1644,30.3,101.4848,18.6648,12.416266666666667,30.3,105.86146666666667,0.0,2.02,16.16,30.3,40.4,0.0,0.0,30.3,40.4,855.2901078723716,127.39693012741756,186.5256700974874,0.0,477.7013309836383,20.409103257419503,20.62420945613818,0.0,476.4887318210318,32154.13881,3591.091926484268,0.0,5063.424717010412,0
20220824-0000251,2022-08-24 04:48:25.186,2227.05,835.27,2315.93,30.3,4323.81,183.82,154.53,30.3,4169.28,1258.6042857142857,147.26074829931972,203.03748299319727,30.3,131.90462585034015,18.805238095238096,13.762108843537415,30.3,76.60197278911564,0.0,1.01,3.0300000000000002,30.3,40.4,0.0,0.0,30.3,40.4,847.1677266899253,133.03766082655108,283.04105679093686,0.0,594.5538524890102,24.610310305506758,21.886586828438432,0.0,343.387398480796,31599.712440000003,3530.259336333789,0.0,5073.704538971519,0
20220824-0000252,2022-08-24 04:49:39.189,2226.04,1387.74,1739.22,30.3,4644.99,185.84,137.36,30.3,484.8,1271.4869387755102,155.84231292517006,155.93163265306123,30.3,168.841768707483,17.10816326530612,13.095646258503402,30.3,54.217074829931974,0.0,0.0,1.01,30.3,40.4,0.0,0.0,30.3,40.4,849.492390593454,168.65995085787515,162.98791121673915,0.0,719.236839033484,20.462630624696104,20.176263147910614,0.0,73.71606701327275,31932.72762,3530.262444938942,0.0,4967.130356220365,0
20220824-0000253,2022-08-24 04:50:52.193,2223.01,1525.1,1808.91,30.3,4183.42,183.82,206.04,30.3,4173.32,1217.2612418300655,143.2153594771242,179.159477124183,30.3,94.5835294117647,18.193202614379086,11.981372549019609,30.3,124.10457516339869,0.0,1.01,1.01,30.3,40.4,0.0,0.0,30.3,40.4,869.9791067267116,155.56861710716572,251.16357921350303,0.0,470.53494047840985,23.391062023883773,20.668826545898416,0.0,573.3997721160608,32065.40122,3579.6301784404923,0.0,5035.013530645776,0
20220824-0000255,2022-08-24 04:53:19.180,2220.9395,808.101,1230.18,30.3,4294.52,131.3,93.93,30.3,4173.32,1127.5370086206897,130.23775862068968,143.2458620689655,30.3,112.51051724137932,17.76787356321839,10.279942528735633,30.3,94.70781609195403,0.0,0.0,7.07,30.3,40.4,0.0,0.0,30.3,40.4,893.6297998628611,102.40563680881786,180.8032270207553,0.0,544.3078688534753,20.030693434647777,15.154751505520718,0.0,486.8779074814031,32414.012092800003,3203.011696106558,0.0,5494.043288060369,1
20220824-0000255,2022-08-24 04:53:19.180,2232.1,769.62,1230.18,30.3,4294.52,131.3,93.93,30.3,4173.32,1073.8447701149425,144.7086206896552,143.2458620689655,30.3,112.51051724137932,17.76787356321839,10.279942528735633,30.3,94.70781609195403,0.0,0.0,7.07,30.3,40.4,0.0,0.0,30.3,40.4,902.6563634978395,113.78404089868651,180.8032270207553,0.0,544.3078688534753,18.20972130422525,15.154751505520718,0.0,442.61627952854826,32093.081280000002,3558.901884562842,0.0,4994.584807327608,0
20220824-0000256,2022-08-24 04:54:39.183,2227.05,1389.76,2880.52,30.3,4648.02,108.07000000000001,197.96,30.3,4181.4,1260.651768707483,152.29013605442177,191.94809523809522,30.3,103.19176870748299,15.953877551020408,13.294897959183674,30.3,73.6956462585034,0.0,1.01,9.09,30.3,40.4,0.0,0.0,30.3,40.4,853.0342520469758,181.0486537347336,289.47935867297497,0.0,511.2163018049178,14.819382506545763,20.74740519730174,0.0,343.9024028147187,31599.191280000003,3571.8279405578232,0.0,5068.318788776261,0
20220824-0000257,2022-08-24 04:55:52.180,2226.04,1318.05,2952.23,30.3,459.55,171.7,86.86,30.3,4173.32,1117.5289285714287,153.08113095238096,187.7097023809524,30.3,45.33577380952381,17.735119047619047,8.993809523809524,30.3,77.19285714285715,0.0,1.01,8.08,30.3,40.4,0.0,0.0,30.3,40.4,900.0574631924991,142.240613046793,319.3657313270524,0.0,44.75392759468731,20.102485712007102,10.330596413827287,0.0,324.53343616937406,32097.295000000002,3580.879638248974,0.0,5117.793555125788,0
