ID,TIMEVALUE,부품명,기준값,표준값,측정값,상한치,하한치,검사결과,High핀(입력),Low핀(출력)
2669,2024-01-08 11:20,F2,50,80,25.476,1540,-2500,OK,87579,1072346
2670,2024-01-08 11:20,A2,50,80,46.959,-2310,3750,OK,106893,1111834
2671,2024-01-08 11:20,A2,165,300,96.954,1540,-2500,OK,106893,1095792
2672,2024-01-08 11:20,A2,50,80,46.926,-2310,3750,OK,106893,1104430
2673,2024-01-08 11:20,A2,165,300,97.482,1540,-2500,OK,106893,1098260
2674,2024-01-08 11:20,B2,165,300,96.591,1540,-2500,OK,106893,1088388
2675,2024-01-08 11:20,B2,165,300,98.934,1540,-2500,OK,106893,1108132
2676,2024-01-08 11:20,B2,165,300,98.208,1540,-2500,OK,106893,1089622
2677,2024-01-08 11:20,B2,165,300,96.261,1540,-2500,OK,100344,1111834
2678,2024-01-08 11:20,C2,165,300,97.218,1540,-2500,OK,100344,1095792
2679,2024-01-08 11:20,D2,165,300,97.548,1540,-2500,OK,100344,1104430
2680,2024-01-08 11:20,E2,165,300,96.756,1540,-2500,OK,100344,1098260
2681,2024-01-08 11:20,E2,165,300,96.888,1540,-2500,OK,100344,1088388
2682,2024-01-08 11:20,E2,165,300,95.931,1540,-2500,OK,100344,1108132
2683,2024-01-08 11:20,E2,165,300,97.119,1540,-2500,OK,100344,1089622
2684,2024-01-08 11:20,E2,165,300,99.033,1540,-2500,OK,98124,1111834
2685,2024-01-08 11:20,F2,165,300,99.363,1540,-2500,OK,98124,1095792
2686,2024-01-08 11:20,F2,50,80,46.86,-2310,3750,OK,98124,1104430
2687,2024-01-08 11:20,F2,165,300,99.033,1540,-2500,OK,98124,1098260
2688,2024-01-08 11:20,F2,50,80,46.893,-2310,3750,OK,98124,1088388
2689,2024-01-08 11:20,C2,165,300,95.469,1540,-2500,OK,100788,1111834
2690,2024-01-08 11:20,C2,165,300,97.779,1540,-2500,OK,100788,1095792
2691,2024-01-08 11:20,C2,165,300,97.02,1540,-2500,OK,100788,1104430
2692,2024-01-08 11:20,C2,165,300,97.416,1540,-2500,OK,100788,1098260
2693,2024-01-08 11:20,C2,165,300,99.462,1540,-2500,OK,100788,1088388
2694,2024-01-08 11:20,C2,165,300,96.327,1540,-2500,OK,100788,1108132
2695,2024-01-08 11:20,C2,165,300,99.594,1540,-2500,OK,100788,1089622
2696,2024-01-08 11:20,D2,165,300,97.614,1540,-2500,OK,99456,1111834
2697,2024-01-08 11:20,D2,165,300,99.561,1540,-2500,OK,99456,1095792
2698,2024-01-08 11:20,D2,165,300,97.416,1540,-2500,OK,99456,1104430
2699,2024-01-08 11:20,C2,165,300,96.855,1540,-2500,OK,99456,1098260
2700,2024-01-08 11:20,C2,165,300,97.482,1540,-2500,OK,99456,1088388
2701,2024-01-08 11:20,C2,165,300,96.921,1540,-2500,OK,99456,1108132
2702,2024-01-08 11:20,D2,165,300,96.36,1540,-2500,OK,99456,1089622
2703,2024-01-08 11:20,D2,165,300,96.987,1540,-2500,OK,98235,1111834
2704,2024-01-08 11:20,D2,165,300,98.439,1540,-2500,OK,98235,1095792
2705,2024-01-08 11:20,D2,165,300,97.053,1540,-2500,OK,98235,1104430
2706,2024-01-08 11:20,D2,165,300,97.449,1540,-2500,OK,98235,1098260
2707,2024-01-08 11:20,D2,165,300,96.162,1540,-2500,OK,98235,1088388
2708,2024-01-08 11:20,D2,165,300,96.657,1540,-2500,OK,98235,1108132
2709,2024-01-08 11:20,D2,165,300,96.129,1540,-2500,OK,98235,1089622
2710,2024-01-08 11:20,C2,165,300,97.548,1540,-2500,OK,99567,1111834
2711,2024-01-08 11:20,C2,165,300,96.525,1540,-2500,OK,99567,1095792
2712,2024-01-08 11:20,C2,165,300,99.462,1540,-2500,OK,99567,1104430
2713,2024-01-08 11:20,C2,165,300,96.36,1540,-2500,OK,99567,1098260
2714,2024-01-08 11:20,D2,165,300,96.756,1540,-2500,OK,99567,1088388
2715,2024-01-08 11:20,D2,165,300,96.393,1540,-2500,OK,99567,1108132
2716,2024-01-08 11:20,A2,50,85,28.149,2310,-3750,OK,107226,979796
2717,2024-01-08 11:20,A2,50,85,27.885,2310,-3750,OK,107226,1199448
2718,2024-01-08 11:20,A2,500,1000,14244.153,770,-1250,OK,88134,1199448
2719,2024-01-08 11:20,A2,50,85,24.519,1540,-2500,OK,107448,1121706
2720,2024-01-08 11:20,A2,50,85,24.453,2310,-3750,OK,107448,1196980
2721,2024-01-08 11:20,A2,500,1000,23893.452,770,-1250,OK,100899,1196980
2722,2024-01-08 11:20,A2,50,85,28.611,2310,-3750,OK,107337,979796
2723,2024-01-08 11:20,A2,50,85,28.479,2310,-3750,OK,107337,1198214
2724,2024-01-08 11:20,A2,500,1000,23146.761,770,-1250,OK,88134,1198214
2725,2024-01-08 11:20,F2,50,85,27.951,2310,-3750,OK,86691,1072346
2726,2024-01-08 11:20,F2,50,85,27.984,2310,-3750,OK,86691,973626
2727,2024-01-08 11:20,F2,500,1000,17848.116,770,-1250,OK,96459,973626
2728,2024-01-08 11:20,F2,50,85,28.248,2310,-3750,OK,86913,979796
2729,2024-01-08 11:20,F2,50,85,28.215,2310,-3750,OK,86913,964988
2730,2024-01-08 11:20,F2,500,1000,23893.452,770,-1250,OK,88134,964988
2731,2024-01-08 11:20,B2,50,80,46.893,-2310,3750,OK,104451,979796
2732,2024-01-08 11:20,B2,50,80,46.926,-2310,3750,OK,104451,1169832
2733,2024-01-08 11:20,B2,50,1000,23893.452,770,-1250,OK,88134,1169832
2734,2024-01-08 11:20,B2,50,80,46.926,-2310,3750,OK,104562,979796
2735,2024-01-08 11:20,B2,50,80,46.893,-2310,3750,OK,104562,1168598
2736,2024-01-08 11:20,B2,50,1000,24285.129,770,-1250,OK,88134,1168598
2737,2024-01-08 11:20,B2,50,80,46.959,-2310,3750,OK,104895,979796
2738,2024-01-08 11:20,B2,50,80,46.926,-2310,3750,OK,104895,1167364
2739,2024-01-08 11:20,B2,50,1000,22790.658,770,-1250,OK,88134,1167364
2740,2024-01-08 11:20,B2,50,85,28.38,2310,-3750,OK,101010,979796
2741,2024-01-08 11:20,B2,50,85,29.139,2310,-3750,OK,101010,1011880
2742,2024-01-08 11:20,B2,500,1000,23893.452,770,-1250,OK,88134,1011880
2743,2024-01-08 11:20,F2,50,85,46.86,-2310,3750,OK,88356,1072346
2744,2024-01-08 11:20,F2,50,85,46.926,-2310,3750,OK,88356,1116770
2745,2024-01-08 11:20,F2,500,1000,0,770,-1250,OK,96459,1116770
